"OPTY_ID","DRVD_BU_MKT_SEG_NM","DRVD_SVP_REGN_NM","OPTY_BAND","WON_AMT","OPTY_NM","OPTY_TYP","OPTY_SRC_NM","LEAD_TYP","OPTY_AGE","WON_FLG","INDUSTRY_NM","EMP_BAND","SPRT_LVL_NM"
"0063000000b4SUGAA2","ESMB","EMEA","<1K",0,"Cardinal Jardin-2EE+10PRM","New Business","SDR","Inbound Call",3018,"N","Professional Services","<50","Basic"
"0060M000011lH2ZQAU","CMRCL","AMER","1K-5K",0,"EnSoft Corp. (+10 Desk.com Standard)","Add-On Business","AE","Other",0,"N","High Tech","<50","Basic"
"0060M0000156H0aQAE","ESMB","APAC","1K-5K",0,"[Stacey - SFDC] Oceanblue Cloud (+3) 13PE","Add-On Business","AE","Other",0,"N","High Tech","<50","Basic"
"0060M000013yBWQQA2","CMRCL","AMER","<1K",0,"The Akerly Group - (+1) 1 Ess","New Business","SDR","Chat",0,"N","Professional Services","<50","Basic"
"0060M000014o4SkQAI","ESMB","AMER","<1K",0,"Sports Wave- (+1) API","Add-On Business","SDR","Inbound Call",0,"N","Healthcare & Life Sciences","<50","Basic"
"0060M0000141J29QAE","CMRCL","AMER","<1K",0,"Shea Family llc- (+1) 1PE","New Business","SDR","Demo Center Registration",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0060M0000145GeOQAU","ENTR","JP","<1K",0,"Hitachi Medical Systems Europe Holding AG, SalesCloud EE + 21(21)","Add-On Business","AE","Other",0,"N","High Tech","1000-5000","Basic"
"0060M0000145GSmQAM","ESMB","AMER","<1K",0,"ZM Medical - Webstore","Add-On Business","AE","Other",0,"N","Healthcare & Life Sciences","<50","Basic"
"0060M0000145GA4QAM","CMRCL","AMER","1K-5K",0,"TiMOTION- (+5) 5 SIQ Growth","New Business","SDR","Other",0,"N","Other","50-200","Basic"
"0060M000013uXFqQAM","ENTR","Other","<1K",0,"salesforce.com - 62 org attached*-ANC-101-Sep 7, 2016-Virtual Training  Unit-Ken Stolman","Public","N/A","Other",673,"N","Communications & Media",">5000","Premier"
"0063000000yzXupAAE","Other","AMER","<1K",0,"ICO group - Webstore","New Business","AE","Other",1417,"N","Other","<50","Basic"
"0063000000zEe11AAC","ESMB","JP","100K-500K",0,"STEADY, K.K.-PE+3(3)","New Business","SDR","Other",1430,"N","Retail & CG","<50","Basic"
"0063000000wKZljAAG","Other","EMEA","1K-5K",0,"Credo Bonde Design- 5 GE/PE (ZA)","New Business","SDR","Sign-Up Form",1850,"N","Other","<50","Basic"
"0063000000wKZ4uAAG","ESMB","Other","<1K",0,"Daniel Wierbicki - IT Dienstleistungen - Webstore","New Business","AE","Other",1851,"N","Other","<50","Basic"
"0063000000wKU4NAAW","CMRCL","AMER","<1K",0,"LeadJen-","Add-On Business","SDR","Contact Me Form",1854,"N","Other","<50","Basic"
"0063000000wKcKtAAK","ESMB","Other","<1K",0,"QR Solutions - Webstore","New Business","AE","Other",1850,"N","High Tech","50-200","Basic"
"0063000000s4IA5AAM","ENTR","EMEA","<1K",0,"bruno panhard - Webstore","New Business","AE","Other",2229,"N","Education","200-1000","Basic"
"0063000000yVNO1AAO","ESMB","AMER","1K-5K",0,"Tri-State Components- (+5) 4 GE + DDC","New Business","SDR","Demo Center Registration",1535,"N","Retail & CG","<50","Basic"
"0063000000ywQi9AAE","ENTR","Other","<1K",0,"Bewith, Inc. Renewal 3 Platform","Contract","N/A","Other",1529,"N","Communications & Media","1000-5000","Basic"
"0063000000x3eI5AAI","ESMB","Other","<1K",0,"Liquid Action Limited - Webstore","New Business","AE","Other",1755,"N","Professional Services","<50","Basic"
"0063000000jdBjsAAE","ENTR","AMER","1K-5K",0,"GCSS (+2) 2-3 NP EE + Portal","New Business","SDR","Demo Center Registration",2709,"N","Healthcare & Life Sciences","200-1000","Basic"
"0063000000fdqi6AAA","ENTR","AMER","10K-100K",0,"Varian Semiconductor CRM - (+25) 25 EE","New Business","BDR","Other",2836,"N","High Tech","1000-5000","Basic"
"0063000000fdqcIAAQ","CMRCL","AMER","<1K",0,"Core Detailing, L.L.C. (+1) 1 GE Replacement Order","Replacement","AE","Other",2836,"N","Professional Services","<50","Basic"
"0063000000kYwGTAA0","ENTR","AMER","5K-10K",0,"CDE: Grants Mgmt ARRA","New Business","AE","Other",2660,"N","Public Sector","1000-5000","Basic"
"0063000000xPf2pAAC","Other","AMER","1K-5K",0,"Hundred Acre Wood Exploration-(+2) 2 EE","New Business","SDR","Demo Center Registration",1695,"N","Professional Services","<50","Basic"
"0063000000x5mkTAAQ","Other","AMER","<1K",0,"Holiday Inn Express - Burleson - (+3) 3GE","New Business","AE","Other",1668,"N","Travel, Transportation, & Hospitality","<50","Basic"
"0063000000VZ3lvAAD","CMRCL","AMER","1K-5K",0,"Product180- (+2) 2 PE","New Business","SDR","Sign-Up Form (ME)",3222,"N","Other","<50","Basic"
"0063000000XDGjRAAX","CMRCL","AMER","<1K",0,"Metro media marketing - Webstore","New Business","AE","Other",3167,"N","Communications & Media","<50","Basic"
"0063000000yzMXkAAM","Other","Other","<1K",0,"Van Vliet Wellness & Insurance Solutions - Webstore","New Business","AE","Other",1421,"N","Financial Services","<50","Basic"
"0063000000yzbrLAAQ","CMRCL","AMER","1K-5K",0,"Wilson Perumal & Company- (+4) 4PE","New Business","SDR","Video",1416,"N","Professional Services","<50","Basic"
"0063000000vXV1jAAG","ESMB","EMEA","<1K",0,"medilab - Webstore","New Business","AE","Other",1943,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000uNg7YAAS","Other","EMEA","<1K",0,"tsigbe's joint - Webstore","New Business","AE","Other",2100,"N","Other","1000-5000","Basic"
"0063000000uNaGBAA0","CMRCL","AMER","<1K",0,"California Steamin' - Webstore","New Business","AE","Other",2102,"N","Other","<50","Basic"
"0063000000uNgwLAAS","CMRCL","AMER","<1K",0,"IgniteMedia, LLC. - Single Location- (+1) 1PE + PSP","New Business","SDR","Sign-Up Form (GE)",2100,"N","Other","<50","Basic"
"0063000000e3ZK5AAM","ESMB","AMER","1K-5K",0,"Intelligent Direct, Inc. - (+3)3 EE CSS","New Business","SDR","Chat",2892,"N","Communications & Media","<50","Basic"
"0063000000iRwRhAAK","ESMB","AMER","1K-5K",0,"RN Medical Solutions, LLC-(+5) 5 PE","New Business","SDR","Contact Me Form",2753,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000f7TenAAE","ENTR","AMER","<1K",0,"SunGard Chatter ELA Placeholder","New Business","BDR","Other",2857,"N","High Tech",">5000","Basic"
"0063000000wJ5PCAA0","Other","AMER","1K-5K",0,"TokuSaku.com- (+4) 4 PE","New Business","SDR","Chat",1897,"N","Professional Services","<50","Basic"
"0063000000SRhzzAAD","ESMB","AMER","1K-5K",0,"Sunset Neon Ltd.- (+3) 3 PE","New Business","SDR","Demo Center Registration",3353,"N","Manufacturing","<50","Basic"
"0063000000Y7b8KAAR","CMRCL","Other","10K-100K",0,"Illinois Wholesale Cash Register SOW001","SFDC Led","AE","Other",3130,"N","High Tech","50-200","Basic"
"0063000000Y7b9hAAB","ESMB","AMER","5K-10K",0,"Fleischers Bagels Inc- (+6) 6 EE + PRM","New Business","SDR","Demo Center Registration",3130,"N","Retail & CG","<50","Basic"
"0063000000s2jQLAAY","ESMB","AMER","1K-5K",0,"Haorui Pharma-Chem Inc-(+4) 4 PE CSS","New Business","SDR","Chat",2264,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000NYwx7AAD","CMRCL","AMER","<1K",0,"Texas State Fence (+1) 1 GE","New Business","SDR","Demo Center Registration",3572,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000xZXJfAAO","CMRCL","AMER","<1K",0,"Siwel - Launch Guide","Add-On Business","N/A","Other",1568,"N","High Tech","50-200","Basic"
"0063000000xZXZIAA4","CMRCL","Other","<1K",0,"AdAgility - Webstore","New Business","AE","Other",1568,"N","Professional Services","<50","Basic"
"0060M000011lSZLQA2","ESMB","AMER","<1K",0,"Sita World Travel Inc - 3rd - Webstore","New Business","AE","Other",758,"N","Travel, Transportation, & Hospitality","<50","Basic"
"0060M000011lpb3QAA","Other","AMER","5K-10K",0,"Webb Commercial Realty - (3)3 EE","New Business","SDR","Demo Center Registration",0,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000iw8zVAAQ","ENTR","AMER","<1K",0,"Vectra - Webstore","New Business","AE","Other",2737,"N","Manufacturing","200-1000","Basic"
"0063000000wJuClAAK","Other","AMER","1K-5K",0,"Robinson's Taekwondo (+5) 5 GE/PE","New Business","SDR","Demo Center Registration",1870,"N","Communications & Media","<50","Basic"
"0063000000s5btdAAA","Other","AMER","1K-5K",0,"Steelescapes Landscaping- (+4) 4 PE","New Business","SDR","Demo Center Registration",2199,"N","Agriculture & Mining","<50","Basic"
"0063000000SGMOeAAP","ESMB","AMER","<1K",0,"MHS Capital - Webstore","New Business","AE","Other",3363,"N","Financial Services","<50","Basic"
"0063000000XrQP6AAN","CMRCL","AMER","<1K",0,"Twilight Traveler Corp.-(+1) 1 CME","New Business","SDR","Contact Me Form",3142,"N","Travel, Transportation, & Hospitality","<50","Basic"
"0063000000RYbTDAA1","ESMB","AMER","<1K",0,"JVL Corporation - Webstore","Add-On Business","AE","Other",3395,"N","Manufacturing","<50","Premier"
"0063000000fs0djAAA","CMRCL","AMER","5K-10K",0,"In-App Reseller","New from Existing","N/A","Other",2828,"N","Professional Services","<50","Basic"
"0063000000dVI7aAAG","ESMB","AMER","5K-10K",0,"Ramblers Way-(+5) 5 EE + PSA","New Business","AE","Partner Sourced",2918,"N","Retail & CG","<50","Premier"
"0063000000YApvlAAD","ENTR","AMER","<1K",0,"Packaging Corporation of America - NC Branch - (+5) 5 GE [EBR]","New Business","BDR","Other",3121,"N","Manufacturing",">5000","Basic"
"0063000000s4Ag4AAE","ESMB","EMEA","5K-10K",0,"Buildstore Financial Services Ltd - 5 EE {CS-EBR}","New Business","BDR","Other",2234,"N","Financial Services","50-200","Basic"
"0063000000s5Ee4AAE","CMRCL","AMER","<1K",0,"Flex-Pay - Webstore","New Business","AE","Other",2207,"N","Other","<50","Basic"
"0063000000yTM4cAAG","ESMB","EMEA","1K-5K",0,"Dupont Agencies-3PE + sofacto","New Business","SDR","Demo Center Registration",1563,"N","Manufacturing","<50","Basic"
"0063000000lFgPZAA0","Other","AMER","1K-5K",0,"Spinnaker Group- (+2) 2 PE","New Business","SDR","Contact Me Form",2617,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000s3WCZAA2","Other","AMER","<1K",0,"TheAmazingGOLD.com-","New Business","SDR","Sign-Up Form",2249,"N","Other","<50","Basic"
"0063000000yUDEaAAO","CMRCL","AMER","1K-5K",0,"Pest Control Technicians, Inc-(+4) PE+data.com","New Business","SDR","Test Drive",1548,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000x5MyRAAU","CMRCL","AMER","1K-5K",0,"Interrupt- ( +3) 3 PE","New Business","SDR","Demo Center Registration",1689,"N","Communications & Media","50-200","Basic"
"00600000002Fw7hAAC","CMRCL","AMER","<1K",0,"NuGrowth Partners-6","New Business","N/A","Other",6282,"N","Professional Services","50-200","Basic"
"0063000000N0jNGAAZ","Other","AMER","1K-5K",0,"K2 Network Services- (+3) 3 PE SSS+ products","New Business","SDR","Online Content Registration",3593,"N","High Tech","<50","Basic"
"0063000000s3RumAAE","Other","EMEA","<1K",0,"Tidal School Vineyards - Webstore","New Business","AE","Other",2250,"N","Other","<50","Basic"
"0063000000x5UpVAAU","CMRCL","AMER","<1K",0,"Work Smart Product - Webstore","New Business","AE","Other",1683,"N","Manufacturing","<50","Basic"
"0063000000xQ30rAAC","Other","EMEA","1K-5K",0,"Mythgarden- 10 PE","New Business","SDR","Sign-Up Form",1674,"N","Other","<50","Basic"
"0063000000pkV9lAAE","Other","EMEA","<1K",0,"Compliant Phones - Webstore","Add-On Business","AE","Other",2348,"N","Communications & Media","<50","Basic"
"0063000000TQkXUAA1","Other","AMER","1K-5K",0,"IT Savior - (+5) 5 PE","New Business","SDR","Sign-Up Form",3307,"N","Other","<50","Basic"
"0063000000XLbbXAAT","ESMB","AMER","5K-10K",0,"Soft Touch Furniture - (+9) 9 PE + CSS","New Business","SDR","Demo Center Registration",3160,"N","Professional Services","<50","Premier"
"0063000000TU92GAAT","Other","AMER","<1K",0,"wundercounters.com-(+1) 1PE","New Business","SDR","Demo Center Registration",3305,"N","High Tech","<50","Basic"
"0063000000j3VSUAA2","CMRCL","AMER","<1K",0,"MRGA - Webstore","Add-On Business","AE","Other",2731,"N","Professional Services","<50","Basic"
"0063000000vVt6dAAC","Other","EMEA","<1K",0,"ManageGreen-2GE","New Business","SDR","Contact Me Form",1991,"N","Other","<50","Basic"
"0063000000pmby2AAA","CMRCL","AMER","<1K",0,"Jani-King of Baltimore - Webstore","New Business","AE","Other",2304,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000s2EGqAAM","Other","AMER","<1K",0,"Montana Satellite Services-(+1) 1 GE CSS","New Business","SDR","Demo Center Registration",2277,"N","Communications & Media","<50","Basic"
"0063000000wKF8gAAG","CMRCL","AMER","1K-5K",0,"Aries-Soft - Data.com Add-on","New Business","AE","Other",1861,"N","High Tech","<50","Basic"
"0063000000wJvM8AAK","ESMB","AMER","1K-5K",0,"Northwest Community Insurance - (+1) 1 EE","New Business","SDR","Contact Me Form",1870,"N","Financial Services","<50","Basic"
"0063000000pngM0AAI","Other","AMER","1K-5K",0,"EZZPZZ.COM- (+1) 1 EE","New Business","SDR","Demo Center Registration",2278,"N","Other","<50","Basic"
"0063000000ySrt0AAC","CMRCL","APAC","<1K",0,"Pureprofile- (10) +10EE","New Business","SDR","Sign-Up Form",1572,"N","Communications & Media","50-200","Basic"
"0063000000xWvCeAAK","ESMB","AMER","1K-5K",0,"FJ mediSCIENCE Technologies-(+5) PE","New Business","SDR","Qualified Lead Buy",1667,"N","Healthcare & Life Sciences","<50","Basic"
"00630000010jPPoAAM","CMRCL","AMER","1K-5K",0,"Pink Trumpet Telemarketing-(+3) 3 Force.com","New Business","SDR","Sign-Up Form",1095,"N","Other","<50","Basic"
"00630000010QASRAA4","ESMB","LACA","1K-5K",0,"Silmaquinas (+5) 5 PE","New Business","AE","Other",1101,"N","Engineering, Construction, & Real Estate","50-200","Basic"
"0063000001026zsAAA","CMRCL","AMER","<1K",0,"KA-Ranch-(+1) 1GE","New Business","SDR","Demo Center Registration",1303,"N","Other","<50","Basic"
"0063000000PzfLsAAJ","ESMB","AMER","1K-5K",0,"Xenonics Holdings Inc- Upgrade (+5 GE>PE )","Upgrade","SDR","Product Promotion",3474,"N","Manufacturing","<50","Basic"
"0063000000ljoEfAAI","CMRCL","AMER","<1K",0,"PCS Wireless Inc. - Webstore","New Business","AE","Other",2527,"N","Manufacturing","200-1000","Basic"
"0063000000vUHbtAAG","ENTR","AMER","10K-100K",0,"SunGard Data Systems - Marketing Cloud","New Business","BDR","Other",2052,"N","High Tech",">5000","Basic"
"0063000000bCFNRAA4","Other","AMER","<1K",0,"Hands on Marketing inc- (+2) 2 GE","New Business","SDR","Demo Center Registration",3011,"N","Professional Services","<50","Basic"
"0063000000uNgz0AAC","Other","AMER","1K-5K",0,"FastrackCE, LLC (+2) 2 PE","New Business","SDR","Demo Center Registration",2100,"N","Education","<50","Basic"
"0063000000jzXFcAAM","ESMB","EMEA","<1K",0,"NBT - Webstore","New Business","AE","Other",2699,"N","Communications & Media","<50","Basic"
"0063000000gx4kRAAQ","Other","AMER","1K-5K",0,"Hirsch & Co. CPA- (+5) 5 PE","New Business","SDR","Inbound Call",2795,"N","Professional Services","<50","Basic"
"0063000000CFXh2AAH","ESMB","AMER","<1K",0,"What To Do Media (+3) 3EE + integration","Upgrade","AE","Other",4074,"N","Healthcare & Life Sciences","<50","Other"
"0063000000WXK6IAAX","ESMB","EMEA","1K-5K",0,"Pannas restaurant- 2PE","New Business","SDR","Chat",3191,"N","Retail & CG","<50","Basic"
"0063000000nekDsAAI","CMRCL","AMER","<1K",0,"Superior Wash - Seattle - Webstore","Add-On Business","AE","Other",2448,"N","Professional Services","<50","Basic"
"0063000000lgAyZAAU","CMRCL","AMER","<1K",0,"Valet Interactive - Webstore","New Business","AE","Other",2592,"N","Other","<50","Basic"
"0063000000yWDB4AAO","Other","EMEA","5K-10K",0,"Lannister Knight DMCC- Pardot","New Business","SDR","Other",1506,"N","Other","<50","Basic"
"0063000000x5A67AAE","CMRCL","AMER","<1K",0,"Millennium Precision-(+1 additional licenses) 1 PE","New Business","SDR","Inbound Call",1697,"N","Professional Services","<50","Basic"
"0063000000g0K7GAAU","ESMB","EMEA","1K-5K",0,"de Smit Medical Systems Ltd- 5 PE","New Business","SDR","Sign-Up Form",2824,"N","Retail & CG","<50","Basic"
"0063000000pmKQzAAM","CMRCL","EMEA","<1K",0,"Magma- 1 Tp - 1 User","Other","N/A","Other",2309,"N","Professional Services","200-1000","Basic"
"0063000000pmQJYAA2","ENTR","AMER","5K-10K",0,"Accenture-user/tp","New Business","N/A","Other",2308,"N","Other",">5000","Partner Premier + Account Manager"
"0063000000s56cqAAA","Other","AMER","1K-5K",0,"NSEW Solutions-(+3) 2 PE + 1 CSS","New Business","SDR","Chat",2211,"N","Manufacturing","<50","Basic"
"0063000000BUBPVAA5","ESMB","AMER","1K-5K",0,"Welch Fluorocarbon Inc.- (+4) 4PE w/ Campaigns","New Business","SDR","Contact Me Form",4125,"N","Manufacturing","<50","Premier"
"0063000000s4vqgAAA","Other","AMER","10K-100K",0,"Renaissance 4L- (+10) 10 EE + CSS","New Business","SDR","Demo Center Registration",2214,"N","Other","<50","Basic"
"0060M000011lkiBQAQ","ESMB","APAC","1K-5K",0,"Connect PR- (3) (+3IQ)","New Business","SDR","Demo Center Registration",738,"N","Professional Services","<50","Basic"
"0063000000SOGmZAAX","Other","AMER","1K-5K",0,"Home Town Realty-(+3) 3 PE","New Business","SDR","Other",3356,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000vWdvAAAS","Other","AMER","<1K",0,"oloop - Webstore","New Business","AE","Other",1970,"N","Other","<50","Basic"
"0063000000VLtWlAAL","CMRCL","AMER","<1K",0,"MO'JIVA LLC - Webstore","Add-On Business","AE","Other",3233,"N","Professional Services","50-200","Basic"
"0063000000pkIfmAAE","Other","AMER","1K-5K",0,"Signal.X Technologies, LLC-(+4GE) 4GE","New Business","SDR","Sign-Up Form (GE)",2353,"N","High Tech","<50","Basic"
"0063000000ZA55WAAT","ESMB","AMER","<1K",0,"PacsHealth.com (+1) GE to PE upgrade","Upgrade","AE","Other",3083,"N","Healthcare & Life Sciences","<50","Basic"
"0063000000wIyOpAAK","CMRCL","AMER","5K-10K",0,"Eagle Security Services, Inc.-(+10) 10 PE","New Business","SDR","Sign-Up Form",1900,"N","Professional Services","50-200","Basic"
"0063000000vVOyZAAW","ENTR","JP",">500K",0,"KEC Group.-PE+10(10)","New Business","SDR","Contact Me Form",2012,"N","Public Sector","50-200","Basic"
"0063000000vVuZlAAK","CMRCL","Other","<1K",0,"The Daily Hundred, Inc. - Webstore","New Business","AE","Other",1991,"N","Other","<50","Basic"
"0063000000QfOthAAF","ESMB","AMER","<1K",0,"Palisades Investment Partners Llc- (+1) 1 marketing","Add-On Business","SDR","Inbound Call",3437,"N","Financial Services","<50","Basic"
"0063000000bCG5HAAW","Other","Other","1K-5K",0,"Prop-Jet USA, LLC- (+5) 5 PE","New Business","SDR","Sign-Up Form",3011,"N","Other","<50","Basic"
"00630000010kBJqAAM","ESMB","APAC","<1K",0,"Tables Chairs & Workstations - Webstore","Add-On Business","AE","Other",1059,"N","Manufacturing","<50","Basic"
"00630000012OHhDAAW","ESMB","Other","<1K",0,"vantage - Webstore","New Business","AE","Other",1053,"N","Other","<50","Basic"
"00630000012Wts4AAC","Other","AMER","10K-100K",0,"JDI Capital- (+2) 1 PE + Pardot","New Business","SDR","Demo Center Registration",1037,"N","Financial Services","<50","Basic"
"0063000000uLWNlAAO","CMRCL","AMER","1K-5K",0,"Tank Builders, Inc-(+2) 2 PE upgrade","New Business","SDR","Other",2169,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000s3Z8GAAU","ESMB","EMEA","<1K",0,"Barnet Scouts - Webstore","New Business","AE","Other",2248,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000s38O4AAI","Other","AMER","<1K",0,"Global Employment Network - deadOpp revival 1 PE","New Business","AE","Other",2256,"N","Professional Services","<50","Basic"
"0063000000s3CHkAAM","ESMB","AMER","5K-10K",0,"Florin Pension LLC- (+ 6) 6 PE + PSA","New Business","SDR","Other",2255,"N","Financial Services","<50","Basic"
"0063000000s36h1AAA","Other","AMER","<1K",0,"Umbrella Construction - Webstore","New Business","AE","Other",2257,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000zGYM1AAO","ESMB","EMEA","10K-100K",0,"Aviate Global UK+ Pardot","New Business","SDR","Other",1402,"N","Financial Services","<50","Basic"
"0063000000pmiQdAAI","CMRCL","AMER","<1K",0,"Delego Software 4PE-EE Upgrade","Upgrade","AE","Other",2302,"N","High Tech","<50","Basic"
"0063000000wJrJFAA0","Other","AMER","<1K",0,"Standard Solutions Maintenance Group - Webstore","New Business","AE","Other",1871,"N","Engineering, Construction, & Real Estate","<50","Basic"
"0063000000N0in4AAB","ESMB","AMER","5K-10K",0,"The Tatitlek Corpoation- (+8) 8 PE","New Business","SDR","Demo Center Registration",3593,"N","Agriculture & Mining","<50","Basic"
"0063000000zY9ujAAC","CMRCL","AMER","<1K",0,"Iris Blu Event Staffing - Webstore","New Business","AE","Other",1403,"N","Other","<50","Basic"
"0063000000zYA1LAAW","ESMB","AMER","1K-5K",0,"Rawkin' Juice- (+2) 2PE","New Business","SDR","Inbound Call",1403,"N","Retail & CG","<50","Basic"
"0060M000015XKAnQAO","CMRCL","AMER","5K-10K",0,"Eler Technologies- (+6) 6 PE Service Cloud","New Business","SDR","Other",0,"N","High Tech","<50","Basic"
"0060M000015HuLIQA0","ESMB","AMER","5K-10K",0,"Haven- (+5) 5 EE #jsf","New Business","SDR","Demo Center Registration",0,"N","High Tech","<50","Basic"
"0060M000015So7BQAS","CMRCL","AMER","<1K",0,"Harvard Vanguard Medical Associates - Webstore","Add-On Business","AE","Other",0,"N","Healthcare & Life Sciences","1000-5000","Premier"
"0060M000015XSVoQAO","CMRCL","APAC","<1K",0,"Taiwan PU Corporation - Chapi","New Business","AE","Other",0,"N","Manufacturing","50-200","Basic"
"0060M000015BoktQAC","ESMB","AMER","5K-10K",0,"United Sales Marketing Group, Inc.- (+15) 15 PE Sales + PSA","New Business","SDR","Pre-Qualified Leads",0,"N","Professional Services","<50","Basic"
"0060M000015HW6UQAW","CMRCL","AMER","1K-5K",0,"WeOverMe- (+2) 2 PE + PSA","New Business","SDR","Pre-Qualified Leads",0,"N","Professional Services","<50","Basic"
"0060M000015IJDUQA4","CMRCL","AMER","1K-5K",0,"Agpro, Inc.- (+2) 2PE","New Business","SDR","Demo Center Registration",0,"N","Manufacturing","<50","Basic"
"0060M000015SetcQAC","CMRCL","AMER","10K-100K",0,"MC - Playboy Enterprises - MC, DMP, AS renewal up-sell","Renewal","AE","Other",0,"N","Communications & Media","200-1000","Basic"
"0060M000015Bx8ZQAS","CMRCL","AMER","1K-5K",0,"InDepth Engineering Solutions LLC Renewal 4 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Engineering, Construction, & Real Estate","50-200","Basic"
"0060M000015ILw8QAG","CMRCL","JP",">500K",0,"FREE STYLE, Inc.-EE1(1), Pardot Growth","New Business","AE","Other",0,"N","High Tech","50-200","Basic"
"0060M000014zwofQAA","CMRCL","AMER","<1K",0,"PayprWork (2 PE )+ Dialer","New Business","SDR","Inbound Call",0,"N","Professional Services","<50","Basic"
"0060M000015BMP5QAO","CMRCL","AMER","<1K",0,"PFT Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Professional Services","<50","Basic"
"0060M000015B9sZQAS","CMRCL","AMER","<1K",0,"AccuTennis Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Other","<50","Basic"
"0060M000015SZjUQAW","ESMB","AMER","10K-100K",0,"Jesse James Beads + Email Studio + Journey Builder","Add-On Business","SDR","Other",0,"N","Retail & CG","<50","Basic"
"0060M00001555beQAA","CMRCL","AMER","<1K",0,"Chloe LeBaron-","Public","N/A","Inbound Call",0,"N","Communications & Media","<50","Premier"
"0060M00001544TxQAI","CMRCL","AMER","10K-100K",0,"Codefresh (+5) Service Cloud EE + CC + KB","Add-On Business","AE","Other",0,"N","High Tech","<50","Basic"
"0060M000014ldMRQAY","ENTR","Other","100K-500K",0,"Adidas America - App Platform","New Business","Cloud Sales","Other",0,"N","Retail & CG","1000-5000","Basic"
"0060M000015BGskQAG","CMRCL","AMER","<1K",0,"Elemetal Direct Los Angeles Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Professional Services","<50","Basic"
"0063000000s4H6rAAE","Other","APAC","<1K",0,"+82 2 755 7052 - Webstore","New Business","AE","Other",2230,"N","Professional Services","1000-5000","Basic"
"0060M000015BviuQAC","CMRCL","AMER","<1K",0,"Tropical Roofing Products Corp Renewal 1 SFA, 1 SalesforceIQ","Renewal","N/A","Other",0,"N","Manufacturing","50-200","Basic"
"0060M0000153ifvQAA","CMRCL","JP",">500K",0,"SEAOS Inc.-EE+3(3),Pardot Plus+1(1),Premier[EBR]","New Business","BDR","Other",0,"N","Professional Services","50-200","Basic"
"0060M000012VP3HQAW","ESMB","AMER","<1K",0,"Titan Distributors - Webstore","Add-On Business","AE","Other",0,"N","Retail & CG","<50","Basic"
"0060M000015IXmtQAG","ESMB","APAC","10K-100K",0,"ENI Lubricnats Trading (Shanghai) Co., Ltd Renewal 23 SFA","Renewal","N/A","Other",0,"N","Manufacturing","<50","Basic"
"0060M000014so4TQAQ","CMRCL","AMER","10K-100K",0,"Liberty Medical Holdings- (+15) 15EE","New Business","SDR","Pre-Qualified Leads",0,"N","Healthcare & Life Sciences","50-200","Basic"
"0060M000015Zgu3QAC","ESMB","AMER","1K-5K",0,"GM Marble- (+4) 3 PE + PSA","New Business","SDR","Other",0,"N","Retail & CG","<50","Basic"
"0063000000vXebNAAS","Other","AMER","10K-100K",0,"Digital Peripheral Solutions Inc- (+60) 60 Work.com","New Business","AE","Demo Center Registration",1939,"N","Communications & Media","50-200","Basic"
"0060M000015ZlPtQAK","CMRCL","AMER","1K-5K",0,"atlas wine co- +1/2 add llc +PSA","Add-On Business","SDR","Demo Center Registration",0,"N","Retail & CG","<50","Basic"
"0060M000015Ob5iQAC","CMRCL","JP","<1K",0,"【Reseller】QUALCOMM JAPAN - Force100 +2(2), EAC -6(4)-Renewal","Renewal","AE","Other",0,"N","Professional Services","50-200","Basic"
"0060M000015ScMUQA0","CMRCL","AMER","<1K",0,"Haapiya LLC- (+1) 1 PE + PSA Promo","New Business","SDR","Demo Center Registration",0,"N","High Tech","<50","Basic"
"0060M0000151hkjQAA","ENTR","AMER","<1K",0,"Music For Tomorrow- (+1) 1 inbox","Add-On Business","SDR","Chat",0,"N","Other","<50","Basic"
"0060M000015X97FQAS","ESMB","AMER","<1K",0,"Neeve Research, LLC: #Monetize - MC Contacts 98% Utilization [See Description] [Low Adoption Account]","Add-On Business","AE","Other",0,"N","Professional Services","<50","Basic"
"0060M000015BfGaQAK","ESMB","APAC","10K-100K",0,"IcertGlobal Learning Pvt ltd - (+10) 10EE","New Business","SDR","Contact Me Form",0,"N","Education","50-200","Basic"
